,PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH.CITY,DEATHDATE,CEMETERY,CEME.CITY,CEME.STATE,CEME.COUNTRY,CEME.NOTE,BIRTH.NAME,NAME.CHG,BAT.CHG,HOF
3407,campbma01,Campbell,Michael,Michael,08/01/1850,,01/12/1926,Mount Olivet Cemetery,Newark,New Jersey,USA,,,,,
3408,campbma02,Campbell,Marc Thaddeus,Marc,11/29/1884,Punxsutawney,02/13/1946,New Bethlehem Cemetery,New Bethlehem,Pennsylvania,USA,,,,,
3410,campbpa01,Campbell,Paul McLaughlin,Paul,09/01/1917,Paw Creek,06/22/2006,Forest Lawn West Cemetery,Charlotte,North Carolina,USA,,,,,
3413,camparo01,Campanella,Roy,Roy,11/19/1921,Philadelphia,06/26/1993,Cremated,,,,Ashes scattered,,,,HOF
3419,campfsa01,Campfield,William Holton,Sal,02/19/1868,Meadville,05/16/1952,Saegertown Cemetery,Saegertown,Pennsylvania,USA,Section 17 Grave 24,,,,
3420,campbso01,Campbell,Clarence,Soup,03/07/1915,Sparta,02/16/2000,Salem Baptist Church Cemetery,Sparta,Virginia,USA,,,,,
3425,campbvi01,Campbell,Arthur Vincent,Vin,01/30/1888,St. Louis,11/16/1969,Bellefontaine Cemetery,St. Louis,Missouri,USA,,,,,
3428,canavhu01,Canavan,Hugh Edward,Hugh,05/13/1897,Worcester,09/04/1967,St. John Cemetery,Worcester,Massachusetts,USA,,,,,
3429,canavji01,Canavan,James Edward,Jim,11/26/1866,New Bedford,05/27/1949,St. Mary's Cemetery,New Bedford,Massachusetts,USA,,,,,
3436,candimi01,Candini,Milo Cain,Milo,08/03/1917,Manteca,03/17/1998,Park View Cemetery,Manteca,California,USA,,,,,
3448,canneri01,Cannell,Wirt Virgin,Rip,01/23/1880,South Bridgton,08/26/1948,Pine Knoll Cemetery,Hanover,New Hampshire,USA,,,,,
3449,cannori01,Cannon,Richard,Richard,09/--/1909,Mount Vernon,02/03/1935,Locust Hill Cemetery,Evansville,IN,USA,,,,,
3450,cannawa01,Cannady,Walter,Walter,03/06/1902,Norfolk,12/03/1981,Oak Ridge Cemetery,Ft. Myers,FL,USA,,,,,
3456,cantzba01,Cantz,Bartholomew L.,Bart,01/29/1860,Philadelphia,02/12/1943,Most Holy Redeemer Cemetery,Philadelphia,Pennsylvania,USA,,,,,
3457,cantwbe01,Cantwell,Benjamin Caldwell,Ben,04/13/1902,Milan,12/04/1962,North Lawn Cemetery,Salem,Missouri,USA,N37.40.032 W91.31.328,,,,
3459,cantrgu01,Cantrell,Guy Dewey,Guy,04/09/1904,Clarita,01/31/1961,Lutie Cemetery,Wilburton,Oklahoma,USA,,,,,
3461,cantijo99,Cantillon,Joseph D.,Joe,08/19/1861,Janesville,01/31/1930,Mount Olivet Cemetery,Janesville,Wisconsin,USA,,,,,
3462,cantwmi01,Cantwell,Michael Joseph,Mike,06/15/1894,Washington,01/05/1953,Arlington National Cemetery,Arlington,Virginia,USA,Sec 31/Lot 2373; 38.52.906N 77.04.175W,,,,
3463,cantwto01,Cantwell,Thomas Aloysius,Tom,12/23/1888,Washington,04/01/1968,Mount Olivet Cemetery,Washington,D.C.,USA,,,,,
3467,capeljo01,Capellan,Jose Francisco,Jose,01/13/1981,Cotui,04/07/2015,Cementerio Municipal de Cotui,Cotui,Sanchez Ramirez,Dominican Republic,,,,,
3477,capripa01,Capri,Patrick Nicholas,Pat,11/27/1918,New York,06/14/1989,Green-Wood Cemetery,Brooklyn,New York,USA,Section 132 Lot 38657 Grave 6,,,,
3478,caprora01,Capron,Ralph Earl,Ralph,06/16/1889,Minneapolis,09/19/1980,Forest Lawn-Hollywood Hills,Los Angeles,California,USA,,,,,
3484,carawpa01,Caraway,Cecil Bradford Patrick,Pat,09/26/1905,Erath County,06/09/1974,Gordon Cemetery,Gordon,Texas,USA,,,,,
3489,carbijo01,Carbine,John C.,John,10/12/1855,Syracuse,09/11/1915,Calvary Catholic Cemetery,Evanston,Illinois,USA,,,,,
3491,cardobe01,Cardoni,Armand Joseph,Ben,08/21/1920,Jessup,04/02/1969,St. John Cemetery,Jessup,Pennsylvania,USA,,,,,
3493,cardwdo01,Cardwell,Donald Eugene,Don,12/07/1935,Winston-Salem,01/14/2008,Salem Moravian Cemetery,Winston-Salem,North Carolina,USA,,,,,
3497,cardejo01,Carden,John Bruton,John,05/19/1921,Killeen,02/08/1949,Mexia City Cemetery,Mexia,Texas,USA,,,,,
3502,careyma01,Carey,Max George,Max,01/11/1890,Terre Haute,05/30/1976,Woodlawn Park North Cemetery & Mausoleum,Miami,Florida,USA,Section 25- Lot 9- Grave 42,Maximilian Carnarius,,,HOF
3506,careyro01,Carey,Roger J.,Roger,1865,,02/08/1895,Calvary Cemetery,Woodside,New York,USA,,,,,
3507,careysc01,Carey,George C.,Scoops,12/04/1870,Pittsburgh,12/17/1916,Spring Grove Cemetery,East Liverpool,Ohio,USA,,,,,
3508,careyto01,Carey,Thomas Joseph,Tom,11/02/1846,Brooklyn,08/16/1906,San Francisco National Cemetery,San Francisco,California,USA,,,,,
3509,careyto02,Carey,Thomas Francis Aloysius,Tom,10/11/1906,Hoboken,02/21/1970,Holy Sepulchre Cemetery,Rochester,New York,USA,,,,,
3510,cargobo01,Cargo,Robert J.,Bobby,10/01/1868,Pittsburgh,04/27/1904,St. Mary Roman Catholic Cemetery,Lawrenceville,Pennsylvania,USA,Section P,,,,
3513,carisfr01,Carisch,Frederick Behlmer,Fred,11/14/1881,Fountain City,04/19/1977,Rose Hills Memorial Park,Whittier,California,USA,Cremated,,,,
3516,carlycl01,Carlyle,Hiram Cleo,Cleo,09/07/1902,Fairburn,11/12/1967,Forest Lawn Memorial Park,Glendale,California,USA,,,,,
3521,carlsdo01,Carlsen,Donald Herbert,Don,10/15/1926,Chicago,09/22/2002,Cremated,,,,,,,,
3523,carlfr01,Carl,Frederick E.,Fred,09/08/1858,Baltimore,01/13/1899,Western Cemetery,Baltimore,Maryland,USA,,,,,
3524,carlsha01,Carlson,Harold Gust,Hal,05/17/1892,Rockford,05/28/1930,Arlington Memorial Park Cemetery,Rockford,Illinois,USA,,,,,
3526,carliji01,Carlin,James Arthur,Jim,02/23/1918,Wylam,11/29/2003,Oakland Cemetery,Birmingham,Alabama,USA,,,,,
3527,carleji01,Carleton,James Leslie,Jim,08/20/1848,Clinton,04/25/1910,Elmwood Cemetery,Detroit,Michigan,USA,,,,,
3529,carlsle01,Carlson,Leon Alton,Leon,02/17/1895,Jamestown,09/15/1961,Sunset Hill Cemetery,Lakewood,New York,USA,,,,,
3530,carlle01,Carl,John,John,05/28/1854,Baltimore,10/02/1927,Baltimore Cemetery,Baltimore,Maryland,USA,,,,,
3531,carlima01,Carlisle,Matthew,Matt,02/05/1910,Wenonah,11/18/1972,Homewood Cemetery,Pittsburgh,PA,USA,,,,,
3533,carlyro01,Carlyle,Roy Edward,Roy,12/10/1900,Buford,11/22/1956,Norcross Cemetery,Norcross,Georgia,USA,,,,,
3536,carlssw01,Carlstrom,Albin Oscar,Swede,10/26/1886,Elizabeth,04/23/1935,Evergreen Cemetery,Hillside,New Jersey,USA,,,,,
3537,carlisy01,Carlisle,Sylvester,Sylvester,05/16/1926,Houston,12/05/1970,Jefferson Barracks National Cemetery,Lemay,MO,USA,,,,,
3538,carlete01,Carleton,James Otto,Tex,08/19/1906,Comanche,01/12/1977,Oakwood Cemetery,Comanche,Texas,USA,,,,,
3540,carliwa01,Carlisle,Walter,Walter,07/06/1881,Yorkshire,05/27/1945,Inglewood Park Cemetery,Inglewood,California,USA,,,,,
3541,carmich01,Carmichael,Chester Keller,Chet,01/09/1888,Muncie,08/22/1960,Honeoye Falls Cemetery,Honeoye Falls,New York,USA,,,,,
3543,carmedu01,Carmel,Leon James,Duke,04/23/1937,New York,08/03/2021,Cremated,,,,,,,,
3545,carmage01,Carman,George Wartman,George,03/29/1866,Philadelphia,06/16/1929,Woodward Hill Cemetery,Lancaster,Pennsylvania,USA,,,,,
3546,carmora01,Carmona,Rafael (Berrios),Rafael,10/02/1971,Rio Piedras,08/02/2021,Cremated,,,,,,,,
3548,carnebi01,Carney,William John,Bill,03/25/1874,St. Paul,07/31/1938,Grandview Cemetery,Hopkins,Minnesota,USA,,,,,
3550,carneed01,Carnett,Edwin Elliott,Eddie,10/21/1916,Springfield,11/04/2016,Cremated,,,,,,,,
3551,carnejo01,Carney,John Joseph,John,11/10/1866,Salem,10/19/1925,Pine Grove Cemetery,Manchester,New Hampshire,USA,,,,,
3553,carnepa01,Carney,Patrick Joseph,Pat,08/07/1876,Holyoke,01/09/1953,St. John Cemetery,Worcester,Massachusetts,USA,,,,,
3559,carpebo01,Carpenter,Robert Louis,Bob,12/12/1917,Chicago,10/19/2005,Evergreen Cemetery,Evergreen Park,Illinois,USA,Acacia- Lot 742- Part 7- Grave 9,,,,
3567,carpehi01,Carpenter,Warren William,Hick,08/16/1855,Grafton,04/18/1937,Mount Hope Cemetery,San Diego,California,USA,,,,,
3570,carpele01,Carpenter,Lewis Emmett,Lew,08/16/1913,Woodstock,04/25/1979,Dawson Cemetery,Marietta,Georgia,USA,,,,,
3573,carpepa01,Carpenter,Paul Calvin,Paul,08/12/1894,Granville,03/14/1968,Wilson Cemetery,Newark,Ohio,USA,,,,,
3580,carribi02,Carrigan,William Francis,Bill,10/22/1883,Lewiston,07/08/1969,Riverside Cemetery,Lewiston,Maine,USA,Lot 0626,,,,
3581,carribi01,Carrick,William Martin,Bill,09/05/1873,Erie,03/07/1932,Oakwood Cemetery,Adrian,Michigan,USA,,,,,
3583,carrch02,Carr,Charles Lee Glenn,Chuck,08/10/1967,San Bernardino,11/12/2022,Cremated,,,,,,,,
3589,carrocl01,Carroll,Samuel Clifford,Cliff,10/18/1859,Clay Grove,06/12/1923,Lincoln Memorial Park,Portland,Oregon,USA,,,,,
3591,carreca01,Carreon,Camilo,Cam,08/06/1937,Colton,09/02/1987,Hermosa Cemetery,Colton,California,USA,,,,,
3592,carrach01,Carrasquel,Alfonso (Colon),Chico,01/23/1926,Caracas,05/26/2005,Cementerio del Este,Caracas,Distrito Federal,Venezuela,,,,,
3593,carrch01,Carr,Charles Carbitt,Charlie,12/27/1876,Coatesville,11/25/1932,Crown Hill Cemetery,Indianapolis,Indiana,USA,,,,,
3597,carrodi01,Carroll,Richard Thomas,Dick,07/21/1884,Cleveland,11/22/1945,Calvary Cemetery,Cleveland,Ohio,USA,,,,,
3598,carrodo01,Carroll,Ralph Arthur,Ralph,12/28/1891,Worcester,06/27/1983,St. John Cemetery,Worcester,Massachusetts,USA,,,,,
3599,carrodi02,Carroll,Dorsey Lee,Dixie,05/19/1891,Paducah,10/13/1984,Evergreen Cemetery,Jacksonville,Florida,USA,,,,,
3602,carroed01,Carroll,Edgar Fleischer,Ed,07/27/1907,Baltimore,10/13/1984,Gardens of Faith Memorial Cemetery,Baltimore,Maryland,USA,,,,,
3603,carrofr01,Carroll,Frederick Herbert,Fred,07/02/1864,Sacramento,11/07/1904,Greenlawn Memorial Park,Colma,California,USA,Cremated- section not open to public,,,,
3605,carrge01,Carr,George Henry,George,09/02/1894,Atlanta,01/14/1948,Evergreen Cemetery,Los Angeles,CA,USA,,,,,
3612,carrle01,Carr,Lewis Smith,Lew,08/15/1872,Union Springs,06/15/1954,Indian Mound Cemetery,Moravia,New York,USA,,,,,
3617,carroow01,Carroll,Owen Thomas,Ownie,11/11/1902,Kearny,06/08/1975,Gate of Heaven Catholic Cemetery,East Hanover,New Jersey,USA,,,,,
3618,carropa01,Carroll,Patrick,Pat,03/  /1853,Philadelphia,02/11/1916,Holy Cross Cemetery,Yeadon,Pennsylvania,USA,,,,,
3620,carrosc01,Carroll,John E.,Scrappy,08/27/1860,Buffalo,11/14/1942,Mount Olivet Cemetery,Buffalo,New York,USA,,,,,
3624,carrwa01,Carr,Wayne Bibble,Wayne,03/04/1897,Henderson,07/27/1954,Wood National Cemetery,Milwaukee,WI,USA,,,,,
3625,carsoal01,Carson,Albert James,Al,08/22/1882,Chicago,11/26/1962,Cypress View Mausoleum,San Diego,California,USA,,,,,
3628,carsoki01,Carson,Walter Lloyd,Kit,11/15/1912,Colton,06/21/1983,Forest Lawn Memorial Park,Cypress,California,USA,,,,,
3629,carseki01,Carsey,Wilfred,Kid,10/22/1872,New York,03/29/1960,Our Lady of Mercy Catholic Cemetery,Miami,Florida,USA,,,,,
3633,cartear01,Carter,Arnold Lee,Arnold,03/14/1918,Rainelle,04/12/1989,Evergreen Cemetery,Louisville,Kentucky,USA,,,,,
3636,cartebl01,Carter,Otis Leonard,Blackie,09/30/1902,Langley,09/10/1976,Woodlawn Memorial Park,Greenville,South Carolina,USA,,,,,
3644,cartwed01,Cartwright,Edward Charles,Ed,10/06/1859,Johnstown,09/03/1933,Oak Hill Cemetery,Youngstown,Ohio,USA,,,,,
3645,cartega01,Carter,Gary Edmund,Gary,04/08/1954,Culver City,02/16/2012,Riverside Memorial Park,Tequesta,Florida,USA,Cremated,,,,HOF
3646,carteho01,Carter,John Howard,Howie,10/13/1904,New York,07/24/1991,Cemetery of the Gate of Heaven,Hawthorne,New York,USA,,,,,
3649,carteji01,Carter,James Azah,Jim,12/10/1928,Lawrenceville,11/15/2000,Princeton Cemetery,Princeton,NJ,USA,,,,,
3654,cartema01,Carter,Marlin Theodore,Marlin,12/27/1912,Haslam,12/20/1993,Elmwood Cemetery,Memphis,TN,USA,,,,,
3656,carteni01,Carter,Conrad Powell,Nick,05/19/1879,Oatlands,11/23/1961,Wye Cemetery,Wye Mills,Maryland,USA,,,,,
3657,cartepa01,Carter,Paul Warren,Paul,05/01/1894,Lake Park,09/11/1984,Lake Park Cemetery,Lake Park,Georgia,USA,,,,,
3661,carteso01,Carter,Solomon Mobley,Sol,12/23/1908,Picayune,12/23/2006,Roselawn Memorial Park,Little Rock,Arkansas,USA,Ravenna Section- Lot 94,,,,
3662,cartesp01,Carter,Ernest C.,Spoon,12/08/1902,Harpersville,01/23/1974,Shadowlawn Memorial Park,Birmingham,AL,USA,,,,,
3667,carutbo01,Caruthers,Robert Lee,Bob,01/05/1864,Memphis,08/05/1911,Graceland Cemetery,Chicago,Illinois,USA,,,,,
3673,carysc01,Cary,Scott Russell,Scott,04/11/1923,Kendallville,02/28/2011,St. Mary Cemetery,Bronson,Michigan,USA,,,,,
3679,cascajo01,Cascarella,Joseph Thomas,Joe,06/28/1907,Philadelphia,05/22/2002,Druid Ridge Cemetery,Baltimore,Maryland,USA,,,,,
3681,caseybo01,Casey,Orrin Robinson,Bob,01/26/1859,Adolphustown,11/28/1936,Oakwood-Morningside Cemetery,Syracuse,New York,USA,,,,,
3682,casech01,Case,Charles Emmett,Charlie,09/07/1879,Smith's Landing,04/16/1964,Spring Grove Cemetery,Cincinnati,Ohio,USA,,,,,
3683,caseydo01,Casey,James Patrick,Doc,03/15/1870,Lawrence,12/31/1936,Mount Olivet Cemetery,Detroit,Michigan,USA,,,,,
3684,caseyde01,Casey,Dennis Patrick,Dennis,03/30/1858,Binghamton,01/19/1909,Catholic Cemetery,Lestershire,New York,USA,,,,,
3685,caseyda01,Casey,Daniel Maurice,Dan,11/20/1862,Binghamton,02/08/1943,Fort Lincoln Cemetery,Brentwood,Maryland,USA,,,,,
3686,casege01,Case,George Washington,George,11/11/1915,Trenton,01/23/1989,Ewing Church Cemetery,Ewing,New Jersey,USA,Section D- Lot 536 N 1/2,,,,
3687,caseyhu01,Casey,Hugh Thomas,Hugh,10/14/1913,Atlanta,07/03/1951,Mount Paran Baptist Church Cemetery,Atlanta,Georgia,USA,,,,,
3688,caseyjo01,Casey,Joseph Felix,Joe,08/15/1887,Boston,06/02/1966,St. Patrick Cemetery,Stoneham,Massachusetts,USA,,,,,
3695,cashica01,Cashion,Jay Carl,Carl,06/04/1889,Mecklenberg,11/17/1935,Greenwood Cemetery,Superior,Wisconsin,USA,,,,,
3699,cashno01,Cash,Norman Dalton,Norm,11/10/1933,Justiceburg,10/11/1986,Pine Lake Cemetery,West Bloomfield,Michigan,USA,,,,,
3700,cashro01,Cash,Ronald Forrest,Ron,11/20/1949,Atlanta,04/22/2009,Trinity Memorial Gardens,Trinity,Florida,USA,,,,,
3705,caskied01,Caskin,Edward James,Ed,12/30/1851,Danvers,10/09/1924,St. Mary Cemetery,Danvers,Massachusetts,USA,,,,,
3706,casonjo01,Cason,John,John,02/09/1895,Norfolk,01/08/1951,Betty Jones Cemetery,Princess Anne County,VA,USA,,,,,
3710,cassied01,Cassian,Edward T.,Ed,11/28/1867,Wilbraham,09/10/1918,St. John Cemetery,Middletown,Connecticut,USA,,,,,
3711,cassaha01,Cassady,Harry Delbert,Harry,07/20/1880,Bellflower,04/19/1969,Cremated,,,,,,,,
3714,cassijo02,Cassiday,Joseph Philip,Joe,02/08/1883,Chester,03/25/1906,Immaculate Heart Cemetery,Chester,Pennsylvania,USA,,,,,
3715,cassijo01,Cassidy,John P.,John,1855,Brooklyn,07/03/1891,Flatbush Cemetery,Brooklyn,New York,USA,,,,,
3716,cassipe01,Cassidy,Peter Francis,Pete,04/08/1873,Wilmington,07/09/1929,Cathedral Cemetery,Wilmington,Delaware,USA,,,,,
3726,castica01,Castillo,Monte Carmelo,Carmelo,06/08/1958,San Pedro de Macoris,11/15/2015,Cementerio Municipal de San Francisco de Macoris,San Francisco de Macoris,Duarte,Dominican Republic,,,,,
3734,castifr01,Castillo,Frank Anthony,Frank,04/01/1969,El Paso,07/28/2013,Restlawn Memorial Park,El Paso,Texas,USA,,,,,
3738,castege01,Caster,George Jasper,George,08/04/1907,Colton,12/18/1955,Forest Lawn Cemetery,Long Beach,California,USA,,,,,
3747,castijo02,Castillo,Jose Rondon,Jose,03/19/1981,Las Mercedes,12/06/2018,Cremated,,,,,,,,
3750,castljo01,Castle,John Francis,John,06/01/1879,Honey Brook,04/13/1929,St. Denis Cemetery,Havertown,Pennsylvania,USA,,,,,
3751,castiji01,Castiglia,James Vincent,Jim,09/30/1918,Passaic,12/26/2007,Gate of Heaven Cemetery,Silver Spring,Maryland,USA,,,,,
3761,castrlu01,Castro,Luis Joaquin Bonifacio (Vasquez),Lou,11/25/1876,Medellin,09/24/1941,Mount St. Mary Cemetery,Flushing,New York,USA,,,,,
3769,castnpa01,Castner,Paul Henry,Paul,02/16/1897,St. Paul,03/03/1986,Calvary Cemetery,St. Paul,Minnesota,USA,Section 9 Block 1 Lot 1 Grave 8,,,,
3770,castipe01,Castiglione,Peter Paul,Pete,02/13/1921,Greenwich,04/22/2010,Forest Lawn North Cemetery,Pompano Beach,Florida,USA,,,,,
3771,castibo01,Castillo,Robert,Bobby,04/18/1955,Los Angeles,06/30/2014,Cremated,,,,,,,,
3777,castlro01,Castleton,Royal Eugene,Roy,07/26/1885,Salt Lake City,06/24/1967,Salt Lake City Cemetery,Salt Lake City,Utah,USA,,,,,
3780,castlsl01,Castleman,Clydell,Slick,09/08/1913,Donelson,03/02/1998,Woodlawn Memorial Park,Nashville,Tennessee,USA,,,,,
3784,castivi01,Castino,Vincent Charles,Vince,10/11/1917,Willisville,03/06/1967,St. Mary Catholic Cemetery,Sacramento,California,USA,,,,,
3790,catesel01,Cates,Eli Eldo,Eli,01/26/1877,Greens Fork,05/29/1964,Maplewood Cemetery,Anderson,Indiana,USA,,,,,
3791,catesjo01,Cates,Joseph Davis,Joe,08/03/1905,Madisonville,10/13/1967,Louisville Cemetery,Louisville,KY,USA,,,,,
3793,catheha01,Cathey,Hardin Abner,Hardin,07/06/1919,Burns,07/27/1997,Middle Tennessee Veteran's Cemetery,Nashville,Tennessee,USA,,,,,
3795,cathete01,Cather,Theodore Physick,Ted,05/20/1889,Chester,04/09/1945,Charlestown Cemetery,Charlestown,Maryland,USA,,,,,
3797,catonho01,Caton,James Howard,Howdy,07/16/1894,Zanesville,01/08/1948,Greenwood Cemetery,Zanesville,Ohio,USA,,,,,
3799,cattajo01,Cattanach,John Leckie,John,05/10/1863,Providence,11/10/1926,Oak Grove Cemetery,Pawtucket,Rhode Island,USA,,,,,
3800,catteto01,Catterson,Thomas Henry,Tom,08/25/1884,Warwick,02/05/1920,Calvary Cemetery,South Portland,Maine,USA,,,,,
3802,caulfja01,Caulfield,John Joseph,Jake,11/23/1917,Los Angeles,12/16/1986,Holy Cross Cemetery,Colma,California,USA,St. Robert Bellarmine- Row 54- Grave 25,,,,
3804,causere01,Causey,Cecil Algerton,Red,08/11/1893,Georgetown,11/11/1960,Oak Hill Cemetery,Lake Placid,Florida,USA,,,,,
3809,cavanjo01,Cavanaugh,John Joseph,John,06/05/1900,Reading,01/14/1961,Cathedral Cemetery,Scranton,Pennsylvania,USA,,,,,
3810,cavarph01,Cavarretta,Philip Joseph,Phil,07/19/1916,Chicago,12/18/2010,Cremated,,,,Ashes retained by family,,,,
3813,cavenik01,Caveney,James Christopher,Ike,12/10/1894,San Francisco,07/06/1949,Holy Cross Cemetery,Colma,California,USA,Section R2- Row 36- Grave 95 (Grave Is Unmarked),,,,
3815,cavetpu01,Cavet,Tillar H.,Pug,12/26/1889,McGregor,08/04/1966,San Luis Cemetery,San Luis Obispo,California,USA,,,,,
3816,cayloop99,Caylor,Oliver Perry,Ollie,12/14/1849,Dayton,10/19/1897,Woodland Cemetery,Dayton,Ohio,USA,,,,,
3818,ceccaar01,Ceccarelli,Arthur Edward,Art,04/02/1930,New Haven,07/11/2012,St. Lawrence Cemetery,West Haven,Connecticut,USA,Lot 4-62C- Section Y- Grave 1,,,,
3824,cecilre01,Cecil,Rex Ralston,Rex,10/08/1916,Lindsay,10/23/1966,Westminster Memorial Park,Westminster,California,USA,,,,,
3838,centepe01,Center,Marvin Earl,Pete,04/22/1912,Hazel Green,08/08/2004,Hazel Green Cemetery,Hazel Green,Kentucky,USA,,,,,
3845,cermaed01,Cermak,Edward Hugo,Ed,07/23/1881,Cleveland,11/22/1911,Woodland Cemetery,Cleveland,Ohio,USA,,,,,
3848,cerutjo01,Cerutti,John Joseph,John,04/28/1960,Albany,10/03/2004,Cremated,,,,,,,,
3849,cervbo01,Cerv,Robert Henry,Bob,05/05/1925,Weston,04/06/2017,St. John Cemetery,Weston,Nebraska,USA,,,,,
3860,chacope01,Chacon,Pelayo Chacon Cortina,Pelayo,09/22/1888,Havana,03/11/1971,Cementerio General del Sur,Caracas,,Venezuela,,,,,
3862,chadbch01,Chadbourne,Chester James,Chet,10/28/1884,Parkman,06/21/1943,Cremated,,,,,,,,
3865,chagnle01,Chagnon,Leon Wilbur,Leon,09/28/1902,Pittsfield,07/30/1953,Mount Prospect Cemetery,Amesbury,Massachusetts,USA,,,,,
3866,chakabo01,Chakales,Robert Edward,Bob,08/10/1927,Asheville,02/18/2010,Westhampton Memorial Park,Richmond,Virginia,USA,,,,,
3868,chalmge01,Chalmers,George W.,George,06/07/1888,Aberdeen,08/05/1960,Lutheran All Faiths Cemetery,Queens,New York,USA,,,,,
3873,champbi01,Champion,Buford Billy,Bill,09/18/1947,Shelby,01/07/2017,Cremated,,,,,,,,
3874,chambbi01,Chambers,William Christopher,Bill,09/05/1888,Cameron,03/27/1962,Covington Memorial Gardens,Fort Wayne,Indiana,USA,,,,,
3875,chambbi02,Chamberlain,William Vincent,Bill,04/21/1909,Stoughton,02/06/1994,Milton Cemetery,Milton,Massachusetts,USA,,,,,
3878,chambcl01,Chambers,Clifford Day,Cliff,01/10/1922,Portland,01/21/2012,Dry Creek Cemetery,Boise,Idaho,USA,,,,,
3879,chambel01,Chamberlain,Elton P.,Ice Box,11/05/1867,Buffalo,09/22/1929,Holy Cross Cemetery,Baltimore,Maryland,USA,,,,,
3883,chambjo02,Chambers,Johnnie Monroe,Johnnie,09/10/1911,Copperhill,05/11/1977,Oaklawn Cemetery,Jacksonville,Florida,USA,,,,,
3884,chambjo01,Chamberlain,Joseph Jeremiah,Joe,05/10/1910,San Francisco,01/28/1983,Holy Cross Cemetery,Colma,California,USA,Section J - Row 10 - Area 10 - Plot 3 - Grave 9,,,,
3886,chambro01,Chambers,Richard Jerome,Rome,08/31/1875,Weaverville,08/30/1902,Chambers Cemetery,Weaverville,North Carolina,USA,,,,,
3890,chancbo01,Chance,Robert,Bob,09/10/1940,Statesboro,10/03/2013,Sunset Memorial Park,South Charleston,West Virginia,USA,,,,,
3893,chancde01,Chance,Wilmer Dean,Dean,06/01/1941,Wooster,10/11/2015,Wooster Cemetery,Wooster,Ohio,USA,,,,,
3894,chanees01,Chaney,Esty Clyon,Esty,01/29/1891,Hadley,02/05/1952,Hadley Cemetery,Hadley,Pennsylvania,USA,,,,,
3896,chancfr01,Chance,Frank Leroy,Frank,09/09/1876,Fresno,09/15/1924,Angelus-Rosedale Cemetery,Los Angeles,California,USA,Section N- Lot 109- Grave 2 NE,,,,HOF
3897,channle01,Channell,Lester Clark,Les,03/03/1886,Crestline,05/07/1954,Fairmount Cemetery,Denver,Colorado,USA,,,,,
3899,chandsp01,Chandler,Spurgeon Ferdinand,Spud,09/12/1907,Commerce,01/09/1990,Woodlawn Memorial Gardens,St. Petersburg,Florida,USA,,,,,
3902,chappbi01,Chappelle,William Hogan,Bill,03/22/1881,Waterloo,12/31/1944,Long Island National Cemetery,Farmingdale- Nassau County,New York,USA,,,,,
3903,chapmbe01,Chapman,William Benjamin,Ben,12/25/1908,Nashville,07/07/1993,Elmwood Cemetery,Birmingham,Alabama,USA,,,,,
3904,chapmca01,Chapman,Calvin Louis,Calvin,12/20/1910,Courtland,04/01/1983,Charleston City Cemetery,Charleston,Mississippi,USA,,,,,
3906,chapmed01,Chapman,Edwin Volney,Ed,11/28/1905,Courtland,05/03/2000,Lambert Cemetery,Lambert,Mississippi,USA,,,,,
3907,chapled01,Chaplin,Bert Edgar,Ed,09/25/1893,Pelzer,08/15/1978,Oaklawn Park Cemetery,Lake Mary,Florida,USA,,Bert Edgar Chapman,,,
3909,chapmfr01,Chapman,Frank H.,Frank,11/  /1861,Newburgh,12/02/1937,St. George Cemetery,Newburgh,New York,USA,,,,,
3910,chapmfr02,Chapman,William Fred,Fred,07/17/1916,Liberty,03/27/1997,Carolina Memorial Park,Kannapolis,North Carolina,USA,,,,,
3911,chapmgl01,Chapman,Glenn Justice,Glenn,01/21/1906,Cambridge City,11/05/1988,Lutheran Cemetery,Pershing,Indiana,USA,,,,,
3913,chapmha01,Chapman,Harry Edward,Harry,10/26/1885,Severance,10/21/1918,McPherson Cemetery,McPherson,Kansas,USA,,,,,
3915,chapmjo01,Chapman,John Joseph,John,10/15/1899,Centralia,11/03/1953,St. Joseph Cemetery,Fountain Springs,Pennsylvania,USA,,,,,
3916,chapmja01,Chapman,John Curtis,Jack,05/08/1843,Brooklyn,06/10/1916,Green-Wood Cemetery,Brooklyn,New York,USA,,,,,
3920,chappla01,Chappell,LaVerne Ashford,Larry,02/19/1890,McClusky,11/08/1918,Oak Grove Cemetery,Jerseyville,Illinois,USA,,,,,
3921,chapmle01,Chapman,Leonardo Chapman Medina,Leonardo,04/30/1922,Puerta de Tierra,10/20/1974,Cementerio de la Capital,San Juan,,Puerto Rico,,,,,
3923,chapmra01,Chapman,Raymond Johnson,Ray,01/15/1891,Beaver Dam,08/17/1920,Lake View Cemetery,Cleveland,Ohio,USA,Section 42- Lot 16,,,,
3926,chaplti01,Chaplin,James Bailey,Tiny,07/13/1905,Los Angeles,03/25/1939,Woodlawn Park North Cemetery & Mausoleum,Miami,Florida,USA,,,,,
